,CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,Demanda Bioquímica de Oxígeno (DBO) [mg/L],Demanda Química de Oxígeno (DQO) [mg/L],Sólidos Suspendidos Totales (SST) [mg/L],Coliformes Fecales (CF) [NMP/100mL],E. Coli (EC) [NMP/100mL],Enterococos (ENT) [NMP/100mL],Toxicidad aguda (TA) [UTa],Oxígeno Disuelto (OD) [mg/L],SEMAFORO,CONTAMINANTES
2754,OCFSU3052,RIO ZANATENCO 2,FRONTERA SUR,CHIAPAS,TONALA,SANATENCO,RIO ZANATENCO,LÓTICO,RÍO,-93.76006,16.07329,2012-2023,3.24,21.12,<25,230.5,230,,<1,75.3,Verde,
2755,OCFSU3053,LAGUNA MAR MUERTO 2,FRONTERA SUR,CHIAPAS,TONALA,LAGUNA MAR MUERTO A,LAGUNA MAR MUERTO,COSTERO (HUMEDAL),LAGUNA,-93.94292,15.98996,2012-2023,,,62,<3,,<3,,,Verde,
2756,OCFSU3054,LAGUNA MAR MUERTO 7,FRONTERA SUR,CHIAPAS,ARRIAGA,LAS ARENAS,LAGUNA MAR MUERTO,COSTERO (HUMEDAL),LAGUNA,-94.00607,16.10613,2012-2023,,,88,<3,,<3,,,Verde,
2757,OCFSU3055,LAGUNA MAR MUERTO 8,FRONTERA SUR,CHIAPAS,ARRIAGA,LAGUNA MAR MUERTO B,LAGUNA MAR MUERTO,COSTERO (HUMEDAL),LAGUNA,-94.05579,16.11778,2012-2023,,,66,<3,,<3,,,Verde,
2758,OCFSU3056,SISTEMA ESTUARINO PUERTO ARISTA 4,FRONTERA SUR,CHIAPAS,TONALA,LAGUNA MAR MUERTO B,SISTEMA ESTUARINO PUERTO ARISTA,COSTERO (HUMEDAL),ESTUARIO,-94.09271,16.12867,2012-2023,,,80.5,<3,,<3,,,Verde,
2759,OCFSU3057,BOCA DEL CIELO 1,FRONTERA SUR,CHIAPAS,TONALA,LAGUNA DE LA JOYA,OCEANO PACIFICO,COSTERO (HUMEDAL),ESTERO,-93.679138,15.853138,2012-2023,,,48.5,3,,<3,,,Verde,
2760,OCFSU3058,BOCA DEL CIELO 2,FRONTERA SUR,CHIAPAS,TONALA,LAGUNA DE LA JOYA,OCEANO PACIFICO,COSTERO (HUMEDAL),ESTERO,-93.675443,15.850136,2012-2023,,,55,40,,<3,,,Verde,
2761,OCFSU3059,LAGUNA MAR MUERTO 14,FRONTERA SUR,OAXACA,SAN PEDRO TAPANATEPEC,LAGUNA MAR MUERTO B,LAGUNA MAR MUERTO,COSTERO (HUMEDAL),LAGUNA,-94.14322,16.15249,2012-2023,,,66,<3,,<3,,,Verde,
2762,OCFSU3060,LAGUNA MAR MUERTO 9,FRONTERA SUR,OAXACA,SAN PEDRO TAPANATEPEC,TAPANATEPEC,LAGUNA MAR MUERTO,COSTERO (HUMEDAL),LAGUNA,-94.19083,16.19577,2012-2023,,,56,<3,,<3,,,Verde,
2763,OCFSU3061,LAGUNA MAR MUERTO 11,FRONTERA SUR,OAXACA,SAN PEDRO TAPANATEPEC,LAGUNA MAR MUERTO A,LAGUNA MAR MUERTO,COSTERO (HUMEDAL),LAGUNA,-94.2411,16.20592,2012-2023,,,74,<3,,<3,,,Verde,
2764,OCFSU3062,LAGUNA MAR MUERTO 10,FRONTERA SUR,OAXACA,SAN PEDRO TAPANATEPEC,LAGUNA MAR MUERTO A,LAGUNA MAR MUERTO,COSTERO (HUMEDAL),LAGUNA,-94.3093,16.19228,2012-2023,,,60,<3,,<3,,,Verde,
2765,OCFSU3063,LAGUNA MAR MUERTO 4,FRONTERA SUR,OAXACA,SAN PEDRO TAPANATEPEC,LAGUNA MAR MUERTO A,LAGUNA MAR MUERTO,COSTERO (HUMEDAL),LAGUNA,-94.3561,16.27586,2012-2023,,,66,<3,,<3,,,Verde,
2766,OCFSU3064,LAGUNA MAR MUERTO 3,FRONTERA SUR,OAXACA,SAN PEDRO TAPANATEPEC,LAGUNA MAR MUERTO A,LAGUNA MAR MUERTO,COSTERO (HUMEDAL),LAGUNA,-94.41045,16.25307,2012-2023,,,70,<3,,<3,,,Verde,
2767,OCFSU3065,LAGUNA MAR MUERTO 12,FRONTERA SUR,OAXACA,SAN PEDRO TAPANATEPEC,LAGUNA MAR MUERTO B,LAGUNA MAR MUERTO,COSTERO (HUMEDAL),LAGUNA,-94.12125,16.22062,2012-2023,,,65.5,<3,,<3,,,Verde,
2768,OCFSU3066,ROMULO CALZADA,FRONTERA SUR,CHIAPAS,TECPATAN,PRESA PEÑITAS,RIO GRIJALVA,LÓTICO (HUMEDAL),RÍO,-93.55263,17.34828,2012-2023,<3,15.36,<25,70,70,,<1,69.33500000000001,Verde,
2769,OCFSU3067,PRESA PEÑITAS 2,FRONTERA SUR,CHIAPAS,OSTUACAN,PRESA PEÑITAS,PRESA PEÑITAS,LÉNTICO (HUMEDAL),PRESA,-93.4324,17.41315,2012-2023,<3,31.94,<25,27.5,<3,,,,Verde,
2770,OCFSU3068,AREA DE PROTECCION DE FLORA Y FAUNA NAHA Y METZABOK 3,FRONTERA SUR,CHIAPAS,OCOSINGO,LACANJÁ,CUERPO DE AGUA DEL HUMEDAL,LÉNTICO (HUMEDAL),LAGO,-91.62503,17.11557,2012-2023,<3,14.045,<25,35,35,,,,Verde,
2771,OCFSU3069,AREA DE PROTECCION DE FLORA Y FAUNA NAHA Y METZABOK 2,FRONTERA SUR,CHIAPAS,OCOSINGO,LACANJÁ,CUERPO DE AGUA DEL HUMEDAL,LÉNTICO (HUMEDAL),LAGO,-91.58878,16.98292,2012-2023,3.15,16.32,<25,<3,<3,,,,Verde,
2772,OCFSU3070,AREA DE PROTECCION DE FLORA Y FAUNA NAHA Y METZABOK 1,FRONTERA SUR,CHIAPAS,OCOSINGO,LACANJÁ,CUERPO DE AGUA DEL HUMEDAL,LÉNTICO (HUMEDAL),LAGO,-91.594169,16.956497,2012-2023,<3,16.52,<25,40,<3,,,,Verde,
2773,OCFSU3071,LAGO MIRAMAR 1,FRONTERA SUR,CHIAPAS,OCOSINGO,LAGUNA MIRAMAR,LAGO MIRAMAR,LÉNTICO (HUMEDAL),LAGO,-91.27607,16.40609,2012-2023,<3,18.44,<25,4,4,,,,Verde,
2774,OCFSU3072,LAGO MIRAMAR 2,FRONTERA SUR,CHIAPAS,OCOSINGO,LAGUNA MIRAMAR,LAGO MIRAMAR,LÉNTICO (HUMEDAL),LAGO,-91.26377,16.4173,2012-2023,<3,15.735,<25,39.5,39.5,,,,Verde,
2775,OCFSU3073,RIO USUMACINTA 9,FRONTERA SUR,CHIAPAS,BENEMERITO DE LAS AMERICAS,CHIXOY,RIO USUMACINTA,LÓTICO (HUMEDAL),RÍO,-90.64713,16.51864,2012-2023,<3,15.665,30,210,210,,<1,72.2,Verde,
2776,OCFSU3074,RIO GRIJALVA 1,FRONTERA SUR,CHIAPAS,AMATENANGO DE LA FRONTERA,SAN MIGUEL,RIO GRIJALVA,LÓTICO,RÍO,-92.11254,15.43519,2012-2023,5.01,27.84,44,280,240,,<1,76.98,Verde,
2777,OCFSU3075,AGUA CALIENTE,FRONTERA SUR,CHIAPAS,AMATENANGO DE LA FRONTERA,SAN MIGUEL,RIO AGUA CALIENTE,LÓTICO,RÍO,-92.11537,15.43784,2012-2023,3.3150000000000004,27.490000000000002,32,280,280,,<1,79.3,Verde,
2778,OCFSU3076,RIO BACANTON,FRONTERA SUR,CHIAPAS,MAZAPA DE MADERO,SAN MIGUEL,RIO BACANTON,LÓTICO,RÍO,-92.17829,15.39275,2012-2023,<3,15,<25,240,230,,1.05451861225351,73.64,Verde,
2779,OCFSU3078,MOSCAFRUT AGUAS ARRIBA,FRONTERA SUR,CHIAPAS,METAPA,COZOLOAPAN,ARROYO SAN ANTONIO,LÓTICO,ARROYO,-92.19339,14.83517,2012-2023,3.72,25.17,<25,1500,1500,,<1,52.53,Amarillo,"CF,E_COLI,"
2780,OCFSU3079,MOSCAFRUT AGUAS ABAJO,FRONTERA SUR,CHIAPAS,METAPA,COZOLOAPAN,ARROYO SAN ANTONIO,LÓTICO,ARROYO,-92.19713,14.83115,2012-2023,5.16,21.82,<25,2400,2400,,<1,55.75,Amarillo,"CF,E_COLI,"
2781,OCFSU3080,RIO DESPOBLADO,FRONTERA SUR,CHIAPAS,VILLA COMALTITLAN,DESPOBLADO,RIO DESPOBLADO,LÓTICO,RÍO,-92.5927,15.13953,2012-2023,3,20.435000000000002,<25,750,550,,<1,66.3,Verde,
2782,OCFSU3081W1,RESERVA DE LA BIOSFERA LA ENCRUCIJADA 1,FRONTERA SUR,CHIAPAS,ACAPETAHUA,DESPOBLADO,CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),LAGO,-92.74927,15.14708,2012-2023,<3,15.97,26,120,210,<3,,,Verde,
2783,OCFSU3082,"BAHIA EL BALLENATO SEG 70, 1 ISA10B",FRONTERA SUR,CHIAPAS,ACAPETAHUA,DESPOBLADO,BAHIA EL BELLENATO,COSTERO (HUMEDAL),BAHIA,-92.8529,15.15753,2012-2023,,,48,7,,<3,,,Verde,
2784,OCFSU3083,"BAHIA EL BALLENATO SEG 70, 2 ISA10B",FRONTERA SUR,CHIAPAS,ACAPETAHUA,CACALUTA,BAHIA EL BELLENATO,COSTERO (HUMEDAL),BAHIA,-92.85924,15.16057,2012-2023,,,44,4,,<3,,,Verde,
2785,OCFSU3084W1,RESERVA DE LA BIOSFERA LA ENCRUCIJADA 3,FRONTERA SUR,CHIAPAS,ACAPETAHUA,CACALUTA,CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),LAGO,-92.87504,15.19494,2012-2023,<3,429.58,29,11,40,<3,,,Rojo,"DQO,TOX_S,TOX_F,"
2786,OCFSU3085,RESERVA DE LA BIOSFERA LA ENCRUCIJADA 2,FRONTERA SUR,CHIAPAS,ACAPETAHUA,CACALUTA,CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),MANGLAR,-92.88694,15.19463,2012-2023,,,39,40,,<3,,,Verde,
2787,OCFSU3086,"DESEMBOCADURA RIO SAN NICOLAS SEG 70, 1 ISA10B",FRONTERA SUR,CHIAPAS,MAPASTEPEC,SESECAPA,TRANSICION RIO - MAR,LÓTICO - COSTERO (HUMEDAL),OCÉANO-MAR,-92.95532,15.2558,2012-2023,20.28,54.71,42,9,<3,<3,<1,36.5,Rojo,"DQO,"
2788,OCFSU3087,"DESEMBOCADURA RIO SAN NICOLAS SEG 70, 2 ISA10B",FRONTERA SUR,CHIAPAS,MAPASTEPEC,SESECAPA,TRANSICION RIO - MAR,LÓTICO - COSTERO (HUMEDAL),OCÉANO-MAR,-92.95522,15.25832,2012-2023,5.07,28.115000000000002,45,6.5,430,<3,<1,43.785,Verde,
2789,OCFSU3088,RIO CACALUTA,FRONTERA SUR,CHIAPAS,ACAPETAHUA,CACALUTA,RIO CACALUTA,LÓTICO,RÍO,-92.74882,15.34726,2012-2023,<3,13.78,<25,240,240,,1.23624675485227,74.185,Verde,
2790,OCFSU3089,"DESEMBOCADURA ESTERO SAN JOSE A BARRA DE SAN JOSE SEG 71, 1 ISA10B",FRONTERA SUR,CHIAPAS,MAZATAN,HUIXTLA,ESTERO SAN JOSE,LÓTICO - COSTERO (HUMEDAL),ESTERO,-92.63656,14.93605,2012-2023,8.28,40.17,33,80,220,<3,<1,46.8,Rojo,"DQO,"
2791,OCFSU3090W1,ESTERO SAN JOSE,FRONTERA SUR,CHIAPAS,MAZATAN,HUEHUETÁN,ESTERO SAN JOSE,LÉNTICO - COSTERO (HUMEDAL),ESTERO,-92.61565,14.92966,2012-2023,<3,44.03,32,110,135,<3,,,Rojo,"DQO,"
2792,OCFSU3091,"BARRA SAN JOSE SEG 71, 2 ISA10B",FRONTERA SUR,CHIAPAS,MAZATAN,HUIXTLA,OCEANO PACIFICO,COSTERO (HUMEDAL),OCÉANO-MAR,-92.64074,14.93168,2012-2023,,,46.5,7,,<3,,,Verde,
2793,OCFSU3092,"BARRA DE SAN SIMON SEG 72, 1 ISA7",FRONTERA SUR,CHIAPAS,MAZATAN,COATÁN,OCEANO PACIFICO,COSTERO (HUMEDAL),OCÉANO-MAR,-92.517567,14.80442,2012-2023,,,46,4,,<3,,,Verde,
2794,OCFSU3093W1,ESTERO DE SAN SIMON,FRONTERA SUR,CHIAPAS,MAZATAN,COATÁN,ESTERO SAN SIMON,LÉNTICO - COSTERO (HUMEDAL),ESTERO,-92.51032,14.80194,2012-2023,8.91,32.095,33.5,220,330,<3,,,Verde,
2795,OCFSU3094,"BARRA DE SAN SIMON SEG 72, 2 ISA7",FRONTERA SUR,CHIAPAS,MAZATAN,COATÁN,OCEANO PACIFICO,COSTERO (HUMEDAL),OCÉANO-MAR,-92.511525,14.798313,2012-2023,,,45,43,,<3,,,Verde,
2796,OCFSU3095,RIO COATAN 5,FRONTERA SUR,CHIAPAS,MAZATAN,COATÁN,RIO COATAN,LÓTICO,RÍO,-92.43366,14.84995,2012-2023,3.06,19.12,28,1100,930,,1.3846579894766,67.45,Amarillo,"CF,E_COLI,"
2797,OCFSU3096,RIO COATAN,FRONTERA SUR,CHIAPAS,MAZATAN,COATÁN,RIO COATAN,LÓTICO,RÍO,-92.42384,14.86586,2012-2023,3.27,22.08,38,1100,1100,,<1,70.08,Amarillo,"CF,E_COLI,"
2798,OCFSU3098,RIO COATAN 7,FRONTERA SUR,CHIAPAS,TAPACHULA,COATÁN,RIO COATAN,LÓTICO,RÍO,-92.38669,14.90866,2012-2023,3.52,20.65,32.5,1015,695,,<1,68.935,Amarillo,"CF,"
2799,OCFSU3099,RIO COATAN 2,FRONTERA SUR,CHIAPAS,TAPACHULA,COATÁN,RIO COATAN,LÓTICO,RÍO,-92.32351,14.89621,2012-2023,<3,16.525,29,1500,1500,,<1,67.64,Amarillo,"CF,E_COLI,"
2800,OCFSU3101,RIO TEXCUYUAPAN 2,FRONTERA SUR,CHIAPAS,TAPACHULA,CAHUACÁN,RIO TEXCUYUAPAN,LÓTICO,RÍO,-92.25304,14.93497,2012-2023,4.26,19.82,30,2100,1500,,1.174,56.8,Amarillo,"CF,E_COLI,"
2801,OCFSU3102,RIO COATAN 3,FRONTERA SUR,CHIAPAS,TAPACHULA,COATÁN,RIO COATAN,LÓTICO,RÍO,-92.24168,14.99242,2012-2023,3.2249999999999996,24.145,27,430,410,,<1,75.46000000000001,Verde,
2802,OCFSU3103,RIO CAHOACAN 8,FRONTERA SUR,CHIAPAS,TAPACHULA,CAHUACÁN,RIO CAHOACAN,LÓTICO,RÍO,-92.23864,14.89393,2012-2023,3.5,15.455,<25,1100,930,,<1,68.08,Amarillo,"CF,E_COLI,"
2803,OCFSU3104,RIO CAHOACAN 10,FRONTERA SUR,CHIAPAS,TUXTLA CHICO,CAHUACÁN,RIO CAHOACAN,LÓTICO,RÍO,-92.2526,14.85507,2012-2023,3.24,16.59,<25,2100,2100,,<1,68.9,Amarillo,"CF,E_COLI,"
2804,OCFSU3105,RIO TEXCUYUAPAN,FRONTERA SUR,CHIAPAS,TAPACHULA,CAHUACÁN,RIO TEXCUYAPAN,LÓTICO,RÍO,-92.26092,14.85485,2012-2023,5.16,28.025,<25,2400,2400,,<1,53,Amarillo,"CF,E_COLI,"
2805,OCFSU3106,RIO CAHOACAN 11,FRONTERA SUR,CHIAPAS,TAPACHULA,CAHUACÁN,RIO CAHOACAN,LÓTICO,RÍO,-92.25491,14.8052,2012-2023,3.5949999999999998,14.04,<25,1500,1500,,<1,69.4,Amarillo,"CF,E_COLI,"
2806,OCFSU3108,RIO SUCHIATE 2,FRONTERA SUR,CHIAPAS,FRONTERA HIDALGO,SUCHIATE,RIO SUCHIATE,LÓTICO,RÍO,-92.16895,14.74302,2012-2023,<3,18.314999999999998,30,750,460,,1.72592336900242,68.44,Verde,
2807,OCFSU3110,RIO SUCHIATE 1,FRONTERA SUR,CHIAPAS,SUCHIATE,SUCHIATE,RIO SUCHIATE,LÓTICO,RÍO,-92.14768,14.69897,2012-2023,<3,17,26,1100,750,,1.63212012404113,69.5,Amarillo,"CF,"
2808,OCFSU3111,RIO SUCHIATE 4,FRONTERA SUR,CHIAPAS,SUCHIATE,SUCHIATE,RIO SUCHIATE,LÓTICO,RÍO,-92.18057,14.61337,2012-2023,<3,21.185,36,1200,930,,<1,65.805,Amarillo,"CF,E_COLI,"
2809,OCFSU3113,RIO SUCHIATE,FRONTERA SUR,CHIAPAS,SUCHIATE,SUCHIATE,RIO SUCHIATE,LÓTICO,RÍO,-92.21704,14.55447,2012-2023,3.675,22.85,39,2100,1350,,<1,67.9,Amarillo,"CF,E_COLI,"
2810,OCFSU3114,"SEGMENTO 74, 1 ISA8",FRONTERA SUR,CHIAPAS,SUCHIATE,SUCHIATE,OCEANO PACIFICO,COSTERO,OCÉANO-MAR,-92.23977,14.54128,2012-2023,,,40,28,,<3,,,Verde,
2811,OCFSU3115,"DESEMBOCADURA DEL RIO SUCHIATE SEG 74, 2 ISA8",FRONTERA SUR,CHIAPAS,SUCHIATE,SUCHIATE,TRANSICION RIO - MAR,LÓTICO - COSTERO (HUMEDAL),OCÉANO-MAR,-92.2231,14.53491,2012-2023,6.75,26.54,42,930,930,3,<1,70.1,Amarillo,"E_COLI,"
2812,OCFSU3116,"BARRA CAHOACAN SEG 73, 1 ISA8",FRONTERA SUR,CHIAPAS,SUCHIATE,PUERTO MADERO,OCEANO PACIFICO,COSTERO,OCÉANO-MAR,-92.32058,14.61567,2012-2023,,,55,3,,<3,,,Verde,
2813,OCFSU3117,RIO CAHOACAN 4,FRONTERA SUR,CHIAPAS,TAPACHULA,CAHUACÁN,RIO CAHOACAN,LÓTICO (HUMEDAL),RÍO,-92.31748,14.62189,2012-2023,<3,14.030000000000001,32,1015,930,,1.2,67.19,Amarillo,"CF,E_COLI,"
2814,OCFSU3118,"BARRA CAHOACAN SEG 73, 2 ISA8",FRONTERA SUR,CHIAPAS,SUCHIATE,PUERTO MADERO,OCEANO PACIFICO,COSTERO,OCÉANO-MAR,-92.32058,14.61567,2012-2023,,,40,3,,<3,,,Verde,
2815,OCFSU3119,"BARRA CAHOACAN SEG 73, 3 ISA8",FRONTERA SUR,CHIAPAS,TAPACHULA,PUERTO MADERO,OCEANO PACIFICO,COSTERO (HUMEDAL),OCÉANO-MAR,-92.32617,14.62543,2012-2023,,,48.5,<3,,<3,,,Verde,
2816,OCFSU3120,ZONA SUJETA A CONSERVACION ECOLOGICA EL GANCHO-MURILLO 1,FRONTERA SUR,CHIAPAS,TAPACHULA,PUERTO MADERO,CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),MANGLAR,-92.33853,14.64798,2012-2023,,,32.5,23,,<3,,,Verde,
2817,OCFSU3121,ZONA SUJETA A CONSERVACION ECOLOGICA EL GANCHO-MURILLO 2,FRONTERA SUR,CHIAPAS,TAPACHULA,PUERTO MADERO,CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),LAGUNA,-92.34843,14.64657,2012-2023,<3,140.01,33,4,230,<3,<1,38.705,Rojo,"DQO,"
2818,OCFSU3122,ZONA SUJETA A CONSERVACION ECOLOGICA EL GANCHO-MURILLO 3,FRONTERA SUR,CHIAPAS,TAPACHULA,PUERTO MADERO,CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),LAGUNA,-92.35503,14.655462,2012-2023,<3,<10,30.5,30,14,<3,,,Verde,
2819,OCFSU3123,"PUERTO MADERO SEG 73, 1 ISA8",FRONTERA SUR,CHIAPAS,TAPACHULA,PUERTO MADERO,OCEANO PACIFICO,COSTERO,OCÉANO-MAR,-92.409675,14.698202,2012-2023,,,39.5,<3,,<3,,,Verde,
2820,OCFSU3124,"PUERTO MADERO SEG 73, 3 ISA8",FRONTERA SUR,CHIAPAS,TAPACHULA,PUERTO MADERO,OCEANO PACIFICO,COSTERO,OCÉANO-MAR,-92.413379,14.695672,2012-2023,,,43.5,<3,,<3,,,Verde,
2821,OCFSU3126W1,ZONA SUJETA A CONSERVACION ECOLOGICA CABILDO-AMATAL 1,FRONTERA SUR,CHIAPAS,TAPACHULA,PUERTO MADERO,CUERPO DE AGUA DEL HUMEDAL,LÉNTICO - COSTERO (HUMEDAL),LAGUNA,-92.4372,14.74249,2012-2023,7.5,64.8,28,7,75,<3,,,Rojo,"DQO,"
2822,OCFSU3127W1,ZONA SUJETA A CONSERVACION ECOLOGICA CABILDO-AMATAL 2,FRONTERA SUR,CHIAPAS,MAZATAN,PUERTO MADERO,CUERPO DE AGUA DEL HUMEDAL,LÉNTICO - COSTERO (HUMEDAL),LAGUNA,-92.44908,14.76096,2012-2023,8.7,60.48,33,90,1500,<3,,,Rojo,"DQO,E_COLI,"
2823,OCFSU3129,RIO SUCHIATE 3,FRONTERA SUR,CHIAPAS,TUXTLA CHICO,SUCHIATE,RIO SUCHIATE,LÓTICO,RÍO,-92.1471,14.96428,2012-2023,<3,20.57,26,1150,1015,,1.153,74.2,Amarillo,"CF,E_COLI,"
2824,OCFSU3130,RIO CAHOACAN 6,FRONTERA SUR,CHIAPAS,TUXTLA CHICO,CAHUACÁN,RIO CAHOACAN,LÓTICO,RÍO,-92.18306,14.99234,2012-2023,<3,14.76,<25,930,930,,<1,77.55,Amarillo,"E_COLI,"
2825,OCFSU3132,DESCARGA CACTUS,FRONTERA SUR,CHIAPAS,REFORMA,VIEJO MEZCALAPA,ARROYO INNOMINADO,LÓTICO,DESCARGA MUNICIPAL,-93.18321,17.90533,2012-2023,4.83,26.805,<25,430,430,,2.0746887966805,38,Verde,
2826,OCFSU3133,CACTUS (ENTRADA),FRONTERA SUR,CHIAPAS,REFORMA,VIEJO MEZCALAPA,LAGUNA EL LIMON,LÉNTICO,LAGO,-93.178447,17.900191,2012-2023,8.58,31.87,26,65,65,,,,Verde,
2827,OCFSU3134,CACTUS I,FRONTERA SUR,CHIAPAS,REFORMA,VIEJO MEZCALAPA,LAGUNA EL LIMON,LÉNTICO,LAGO,-93.176617,17.902611,2012-2023,7.32,42.599999999999994,56,90,90,,,,Rojo,"DQO,"
2828,OCFSU3135,CACTUS II,FRONTERA SUR,CHIAPAS,REFORMA,VIEJO MEZCALAPA,LAGUNA EL LIMON,LÉNTICO,LAGO,-93.171499,17.901741,2012-2023,8.34,41.745,32.5,56.5,56.5,,,,Rojo,"DQO,"
2829,OCFSU3136,RIO LIMON (SALIDA),FRONTERA SUR,CHIAPAS,REFORMA,VIEJO MEZCALAPA,RIO LIMON,LÓTICO,RÍO,-93.150325,17.898758,2012-2023,5.4350000000000005,33.225,40,11199,84,,<1,55.9,Amarillo,"CF,"
2830,OCFSU3137,EFLUENTE LAGUNA LIMON,FRONTERA SUR,CHIAPAS,REFORMA,VIEJO MEZCALAPA,ARROYO SAN MIGUEL,LÓTICO,RÍO,-93.13046,17.90862,2012-2023,4.515000000000001,37.3,51,3255,347.5,,1.9305019305019306,43.65,Amarillo,"CF,"
2831,OCFSU3140,RIO GRIJALVA 24,FRONTERA SUR,CHIAPAS,PICHUCALCO,MEZCALAPA,RIO GRIJALVA,LÓTICO (HUMEDAL),RÍO,-93.38334,17.6484,2012-2023,<3,15.120000000000001,<25,430,430,,<1,64.21,Verde,
2832,OCFSU3141,RIO GRIJALVA 10,FRONTERA SUR,CHIAPAS,OSTUACAN,MEZCALAPA,RIO GRIJALVA,LÓTICO (HUMEDAL),RÍO,-93.48041,17.47053,2012-2023,<3,13.21,<25,230,230,,1.33,68.75,Verde,
2833,OCFSU3142,PRESA PEÑITAS 1,FRONTERA SUR,CHIAPAS,OSTUACAN,PRESA PEÑITAS,PRESA PEÑITAS,LÉNTICO (HUMEDAL),PRESA,-93.43682,17.4269,2012-2023,<3,21.3,<25,40,27.5,,,,Verde,
2834,OCFSU3143,PRESA PEÑITAS 3,FRONTERA SUR,CHIAPAS,OSTUACAN,PRESA PEÑITAS,PRESA PEÑITAS,LÉNTICO (HUMEDAL),PRESA,-93.42386,17.43704,2012-2023,<3,25.060000000000002,<25,23,<3,,,,Verde,
2835,OCFSU3144,RIO ALMANDRO,FRONTERA SUR,CHIAPAS,HUITIUPAN,ALMENDRO,RIO ALMANDRO,LÓTICO,RÍO,-92.67926,17.20786,2012-2023,<3,12.239,<25,90,90,,<1,72,Verde,
2836,OCFSU3144M1,RIO ALMANDRO,FRONTERA SUR,CHIAPAS,HUITIUPAN,ALMENDRO,RIO ALMANDRO,LÓTICO,RIO,-92.7289,17.35671,2012-2023,4.2,21.675,30,210,210,,<1,73.1,Verde,
2837,OCFSU3145,LAGUNA COLORADA 5,FRONTERA SUR,CHIAPAS,CATAZAJA,USUMACINTA,LAGO DE CATAZAJA,LÉNTICO (HUMEDAL),LAGO,-92.02444,17.77308,2012-2023,3.765,40.2,<25,293.5,10,,,,Rojo,"DQO,"
2838,OCFSU3146,LAGUNA COLORADA 4,FRONTERA SUR,CHIAPAS,CATAZAJA,USUMACINTA,LAGO DE CATAZAJA,LÉNTICO (HUMEDAL),LAGO,-92.013717,17.74799,2012-2023,5.0649999999999995,34.33,25.5,422.5,10,,,,Verde,
2839,OCFSU3147,ZONA SUJETA A CONSERVACION ECOLOGICA SISTEMA LAGUNAR CATAZAJA 2,FRONTERA SUR,CHIAPAS,CATAZAJA,USUMACINTA,CUERPO DE AGUA DEL HUMEDAL,LÉNTICO (HUMEDAL),LAGO,-92.00019,17.74549,2012-2023,5.335,32.93,27.25,960,20,,,,Verde,
2840,OCFSU3148,LAGUNA COLORADA 3,FRONTERA SUR,CHIAPAS,CATAZAJA,USUMACINTA,LAGO DE CATAZAJA,LÉNTICO (HUMEDAL),LAGO,-92.01282,17.72761,2012-2023,6.125,38.3,26.67,10830.5,2816,,,,Amarillo,"CF,E_COLI,"
2841,OCFSU3149,ZONA SUJETA A CONSERVACION ECOLOGICA SISTEMA LAGUNAR CATAZAJA 1,FRONTERA SUR,CHIAPAS,CATAZAJA,USUMACINTA,CUERPO DE AGUA DEL HUMEDAL,LÉNTICO (HUMEDAL),LAGO,-92.06119,17.7362,2012-2023,4.905,32.08,25,735,30.5,,,,Verde,
2842,OCFSU3150,ZONA SUJETA A CONSERVACION ECOLOGICA SISTEMA LAGUNAR CATAZAJA 3,FRONTERA SUR,CHIAPAS,CATAZAJA,USUMACINTA,CUERPO DE AGUA DEL HUMEDAL,LÉNTICO (HUMEDAL),LAGO,-92.0383,17.79768,2012-2023,<3,27.92,<25,565,10,,,,Verde,
2843,OCFSU3151,HUMEDALES LA LIBERTAD 3,FRONTERA SUR,CHIAPAS,LA LIBERTAD,USUMACINTA,CUERPO DE AGUA DEL HUMEDAL,LÓTICO (HUMEDAL),RÍO,-91.77661,17.70839,2012-2023,<3,42.620000000000005,26.39,754,10,,<1,93.4,Rojo,"DQO,"
2844,OCFSU3152,HUMEDALES LA LIBERTAD 2,FRONTERA SUR,CHIAPAS,LA LIBERTAD,CHACAMAX,CUERPO DE AGUA DEL HUMEDAL,LÓTICO (HUMEDAL),RÍO,-91.68374,17.66337,2012-2023,<3,13.504999999999999,28.884999999999998,1413,115,,<1,80.7,Amarillo,"CF,"
2845,OCFSU3153,HUMEDALES LA LIBERTAD 1,FRONTERA SUR,CHIAPAS,LA LIBERTAD,CHACAMAX,CUERPO DE AGUA DEL HUMEDAL,LÓTICO (HUMEDAL),RÍO,-91.67695,17.62954,2012-2023,<3,16.38,36.11,2992.5,159.5,,<1,75.35,Amarillo,"CF,"
2846,OCFSU3154,MISOLHA,FRONTERA SUR,CHIAPAS,SALTO DE AGUA,BASCA,RIO MISOLHA,LÓTICO,RÍO,-92.00009,17.3939,2012-2023,<3,16.5,<25,200,200,,<1,79.45,Verde,
